title,description,content,url,image,publishedat,sourcename,sourceurl,country
"97% Of Transactions Are Digital. So Why Does HDFC Bank Have 9,700 Branches?","HDFC Bank said 97% of payments and service transactions are digital, yet its branch network reached 9,700. Here is why the bank still has both.","HDFC Bank says 97% of its payments and service transactions now happen digitally, yet the bank also operates 9,700 branches.
If most payments and service requests are already digital, why keep building a large physical network?
The answer matters bec... [2054 chars]",https://www.ndtvprofit.com/business/97-of-transactions-are-digital-so-why-does-hdfc-bank-have-9-700-branches-11405226,"https://c.ndtvimg.com/2026-04/q20dnr8c_hdfc-bank_625x300_24_April_26.png?im=FitAndFill,algorithm=dnn,width=1080,height=607",2026-04-25T01:30:01Z,NDTV Profit,https://www.ndtvprofit.com,India
"Devendra Fadnavis On Marathi Mandatory For Auto Taxi Driver: रिक्षा-टॅक्सी चालकांना मराठी भाषा येणे अनिवार्य; संजय निरुपम-मनसेमध्ये राडा, देवेंद्र फडणवीसांची पहिली प्रतिक्रिया, म्हणाले...","Devendra Fadnavis On Marathi Mandatory For Auto Taxi Driver: मुंबई असो किंवा संपूर्ण महाराष्ट्र, मराठीला प्राधान्य देणे आणि या भाषेचा प्रचार करणे यात काहीही चुकीचे नाही, असं देवेंद्र फडणवीस म्हणाले.",Devendra Fadnavis On Marathi Mandatory For Auto Taxi Driver मुंबई: आगामी 1 मे महाराष्ट्र दिनापासून परवानाधारक रिक्षा व टॅक्सी चालकांना मराठी भाषा येणे अनिवार्य (Marathi Language) करण्यात येणार आहे. याबाबत मोटार परिवहन विभागाच्या 59 प्रादेशिक व उपप्रा... [2916 chars],https://marathi.abplive.com/news/politics/devendra-fadnavis-on-marathi-mandatory-for-auto-taxi-driver-in-maharashtra-pratap-sarnaik-sanjay-nirupan-mns-raj-thackeray-1421561,https://feeds.abplive.com/onecms/images/uploaded-images/2026/04/25/989c9f05f09ac7090ca9cf7370e563231777080466854987_original.jpg?impolicy=abp_cdn&imwidth=1200,2026-04-25T01:28:54Z,ABP Majha,https://marathi.abplive.com,India
H-1B Visas To Be Paused For 3 Years? Trump's Aides Introduce New Bill,"The bill proposes sweeping changes. It would cut the annual H-1B cap from 65,000 to 25,000 and eliminate exemptions. It would replace the lottery system with a wage-based selection process and set a minimum salary of $200,000 per year.","A group of Republican lawmakers has introduced legislation to pause the issuance of H-1B visas for three years and overhaul the programme, arguing it has disadvantaged American workers.
The proposed ""End H-1B Visa Abuse Act of 2026"", introduced by El... [3167 chars]",https://www.ndtv.com/world-news/h-1b-visas-to-be-paused-for-3-years-president-donald-trumps-aides-introduce-new-bill-end-h-1b-visa-abuse-act-of-2026-11406305,"https://c.ndtvimg.com/2025-09/jb4c7cfo_h1b-visa_625x300_04_September_25.jpeg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",2026-04-25T01:28:33Z,NDTV,https://www.ndtv.com,India
"Chartist Talk: Sustained move above 24,250 can revive bullish momentum in Nifty 50, Sudeep Shah flags 2 midcap buys for the week ahead","On the derivatives front, the long-short ratio in index futures has declined further to 19.28 percent from 22.66 percent on April 21, signalling a steady build-up of short positions over the last three sessions, Sudeep Shah of SBI Securities said.","Sudeep Shah, head of technical and derivatives research at SBI Securities, notes that the market faces stiff resistance in the 24,200-24,250 zone acts, with a sustained breakout needed above this range to restore bullish momentum.
However, on other s... [9406 chars]",https://www.moneycontrol.com/news/business/markets/chartist-talk-sustained-move-above-24-250-can-revive-bullish-momentum-in-nifty-50-sudeep-shah-flags-2-midcap-buys-for-the-week-ahead-13899070.html,https://images.moneycontrol.com/static-mcnews/2025/10/20251025213936_Sudeep_ShahSBI.jpg,2026-04-25T01:27:59Z,Moneycontrol.com,https://www.moneycontrol.com,India
Tamannaah Bhatia: তমন্না ভাটিয়াকে নিয়ে 'আপত্তিকর' ও 'ইঙ্গিতপূর্ণ' মন্তব্য বর্ষীয়ান অভিনেতার! বিতর্কের জেরে ক্ষমা চাইলেন?,"Tamannaah Bhatia Controversy: তমন্না বলিউডে 'মিল্কি বিউটি' নামে পরিচিত। কিন্তু অভিনেত্রী নিজেই একাধিকবার জানিয়েছিলেন, তিনি এই ধরণের মন্তব্য় পছন্দ করেন না মোটেই।","কলকাতা: অন্নু কপূর (Annu Kapoor)। বলিউডের এই বর্ষীয়ান অভিনেতা বিভিন্ন সময়েই চর্চায় থাকেন, বিতর্কেও! আর সম্প্রতিই তমন্না ভাটিয়া (Tamannaah Bhatia)-কে নিয়ে 'আপত্তিকর' মন্তব্য করার জন্য ফের চর্চায় আসেন অভিনেতা। তমন্নার সুপারহিট 'আজ কি রাত' গানটি দেখার প... [1481 chars]",https://bengali.abplive.com/entertainment/annu-kapoor-commented-on-tamannaah-bhatia-aaj-ki-raat-controvartial-comment-entertainment-news-bollywood-1175251,https://feeds.abplive.com/onecms/images/uploaded-images/2026/04/25/71ce7ad6edae8bea88e9e2f5c89471d2177705764723749_original.jpg?impolicy=abp_cdn&imwidth=1200,2026-04-25T01:27:32Z,ABP Ananda,https://bengali.abplive.com,India
"Tharala Tar Mag Full Episode 25 April 2026; खुनी प्रियाचा भलताच गेम, संतोषनं पालटली केस; ऊर्जानं खोट्या तन्वीच्या लगावली कानशिलात, दिली चांगलीच चपराक",Tharala Tar Mag : 'ठरलं तर मग' मालिकेच्या आजच्या भागात प्रियाच्या सांगण्यावरून संतोष कोर्टात खोटी कबुली देतो आणि त्यामुळे अर्जुनची निर्दोष मुक्तता होते. ऊर्जा प्रियाला कानाखाली मारते आणि तिला चांगलीच चपराक देते.,"मुंबई - ' ठरलं तर मग ' मालिकेच्या २५ एप्रिलच्या एपिसोडमध्ये न्यायाधीश अर्जुनला त्याच्या साक्षीदाराला बोलावण्यास सांगतात आणि जर तो वेळेत आला नाही तर अर्जुनची सनद रद्द होईल असंही सांगतात. शेवटी ऊर्जा संतोषला घेऊन येते. अर्जुन, संतोषची उलट तपासणी करतो. ... [4119 chars]",https://maharashtratimes.com/entertainment/entertainment-news/television-news/tharala-tar-mag-full-episode-25-april-urja-slapped-priya-and-give-befitting-reply-to-her/articleshow/130506513.cms,https://static.langimg.com/mt/thumb/130506573/tharala-tar-mag-full-episode-25-april-2026.jpg?imgsize=50294&width=1600&height=900&resizemode=75,2026-04-25T01:26:23Z,Maharashtra Times,https://maharashtratimes.com,India
Former Test cricketer punished after retirement with 2-year ban; he had used ‘cocaine’ during a game,The 35-year-old bowling all-rounder played 69 international games for his country across 12 years. | Cricket,"Playing for Essex against Somerset, a game which his team eventually won, Bracewell admitted he had taken the banned drug hours before day two, after taking two wickets on day one. His drug test came back positive on September 25, day two of the game... [2151 chars]",https://www.hindustantimes.com/cricket/former-test-cricketer-doug-bracewell-punished-after-retirement-with-2-year-ban-he-had-used-cocaine-during-a-game-101777079451377.html,https://www.hindustantimes.com/ht-img/img/2026/04/25/550x309/CRICKET-ENGLAND-DOPING-BRACEWELL-0_1777079570037_1777079583847.JPG,2026-04-25T01:25:27Z,Hindustan Times,https://www.hindustantimes.com,India
பேடிஎம் பேமென்ட்ஸ் வங்கியின் உரிமம் ரத்து செய்தது ரிசர்வ் வங்கி.. என்ன காரணம்..?,"வங்கியை கலைப்பதற்காக ஐகோர்ட்டில் ஒரு மனுவை சமர்ப்பிக்க இருப்பதாக ரிசர்வ் வங்கி கூறியுள்ளது, The Reserve Bank has said it will file a petition in the High Court to liquidate the bank.","மும்பை,
நொய்டாவை தலைமையிடமாக கொண்டு பேடிஎம் பேமென்ட்ஸ் வங்கி கடந்த 2017-ம் ஆண்டு தொடங்கப்பட்டது. இதற்காக அந்த ஆண்டு ரிசர்வ் வங்கியிடம் இருந்து உரிமம் பெற்று இருந்தது.
தற்போது இந்த வங்கியின் உரிமம் ரத்து செய்யப்பட்டு விட்டதாக ரிசர்வ் வங்கி நேற்று அறிவ... [772 chars]",https://www.dailythanthi.com/news/india/paytm-payments-banks-licence-cancelled-by-rbi,https://media.assettype.com/dailythanthi%2F2026-04-25%2Fslmnzi9p%2Fkume.jpg?w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,2026-04-25T01:23:23Z,Daily Thanthi,https://www.dailythanthi.com,India
EC suspends five Diamond Harbour cops for alleged misconduct during Bengal assembly elections,KOLKATA: The Election Commission on Friday ordered the immediate suspension of five police officers in Diamond Harbour Police District for alleged mis.,KOLKATA: The Election Commission on Friday ordered the immediate suspension of five police officers in Diamond Harbour Police District for alleged misconduct and failure to maintain neutrality in course of the Bengal assembly elections. The suspended... [924 chars],https://timesofindia.indiatimes.com/city/kolkata/ec-suspends-five-diamond-harbour-cops/articleshow/130503786.cms,"https://static.toiimg.com/thumb/msid-130507040,width-1280,height-720,imgsize-1068770,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-04-25T01:22:00Z,The Times of India,https://timesofindia.indiatimes.com,India
Cardinals take QB Carson Beck at No. 65,"No quarterbacks were taken in the second round of the draft on Friday night, but one has come off the board with the first pick of the third round.","No quarterbacks were taken in the second round of the draft on Friday night, but one has come off the board with the first pick of the third round.
The Cardinals selected Carson Beck with the 65th overall pick. Fernando Mendoza and Ty Simpson were th... [516 chars]",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/cardinals-take-qb-carson-beck-at-no-65,https://nbcsports.brightspotcdn.com/dims4/default/1a64ac6/2147483647/strip/true/crop/8192x4608+0+0/resize/1440x810!/quality/90/?url=https%3A%2F%2Fnbc-sports-production-nbc-sports.s3.us-east-1.amazonaws.com%2Fbrightspot%2F2a%2F0c%2F777a930f44549029e3e260bccfca%2Fhttps-delivery-gettyimages.com%2Fdownloads%2F2272282919,2026-04-25T01:24:31Z,NBC Sports,https://www.nbcsports.com,USA
Carson Beck drafted by Cardinals at No. 65,The Arizona Cardinals drafted Miami Hurricanes quarterback Carson Beck with the No. 65 overall pick (third round).,"The Arizona Cardinals drafted Miami Hurricanes quarterback Carson Beck with the No. 65 overall pick (third round).
Beck marks the latest offensive addition for Arizona this draft following the Cardinals’ pick of running back Jeremiyah Love at No. 3 o... [1175 chars]",https://arizonasports.com/nfl/arizona-cardinals/carson-beck-draft/3618909/,https://arizonasports.com/wp-content/uploads/2026/04/carson-beck-nfl-draft-cardinals-e1777067405633.jpg,2026-04-25T01:20:56Z,Arizona Sports,https://arizonasports.com,USA
Noah Kahan Drops The Great Divide Extended Album The Last of the Bugs,"Singer Noah Kahan has surprise dropped ‘The Great Divide: The Last of the Bugs,’ an extended version of his fourth studio album, released today.","It’s been less than 24 hours since Noah Kahan released his highly anticipated fourth studio album The Great Divide, and he’s already dropping more music.
Kahan surprise dropped The Great Divide: The Last of the Bugs — an extended version of the new a... [1869 chars]",https://www.hollywoodreporter.com/music/music-news/noah-kahan-the-great-divide-extended-last-of-the-bugs-1236575365/,https://www.hollywoodreporter.com/wp-content/uploads/2026/04/LEAD-Press-Photo-Credit_-Patrick-McCormack-1-H-2026.jpg?w=1296&h=730&crop=1,2026-04-25T01:15:03Z,The Hollywood Reporter,https://www.hollywoodreporter.com,USA
Helena Bonham Carter Exits White Lotus Season 4 Cast,"Helena Bonham Carter has departed The White Lotus season 4 cast, The Hollywood Reporter has confirmed.","After being announced as part of the cast for the upcoming fourth season of The White Lotus, Helena Bonham Carter has departed the project, The Hollywood Reporter has confirmed.
“With filming just underway on season four of The White Lotus, it had be... [1604 chars]",https://www.hollywoodreporter.com/tv/tv-news/helena-bonham-carter-exits-white-lotus-season-4-1236575513/,https://www.hollywoodreporter.com/wp-content/uploads/2026/01/GettyImages-2152632908-e1769842355889.jpg?w=1440&h=810&crop=1,2026-04-25T01:02:33Z,The Hollywood Reporter,https://www.hollywoodreporter.com,USA
"Trump news at a glance: as president’s relations with Nato fray, EU leaders explore their options",Brussels officials will draw up a plan on how to use the EU’s little-known mutual assistance pact in the event of a foreign attack,"EU leaders have agreed that the European Commission “will prepare a blueprint” on how the bloc will respond if the little-known mutual assistance clause is triggered, according to Nikos Christodoulides, the president of Cyprus, who is hosting the tal... [889 chars]",https://www.theguardian.com/us-news/2026/apr/24/trump-news-at-a-glance-latest-updates-today,"https://i.guim.co.uk/img/media/59af251369c7ceeb1304c7350c45f4f8c1b67cf1/432_0_4361_3491/master/4361.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=d5a4b6399ec28cc52bab0733af5a8571",2026-04-25T01:02:00Z,The Guardian,https://www.theguardian.com,USA
Gutierrez: Raiders' past meets future as Tom Flores passes No. 15 torch to Fernando Mendoza,"“It’s a privilege to have him wear my number,” Flores said.","The voice on the other end of the phone was strong, and excited.
Tom Flores, the Raiders' Hall of Fame coach and the first quarterback in franchise history, had something to say. Because after hearing Fernando Mendoza's claim that he wasn't sure if h... [3463 chars]",https://www.raiders.com/news/raiders-past-meets-future-as-tom-flores-passes-no-15-torch-to-fernando-mendoza,https://static.clubs.nfl.com/image/upload/t_editorial_landscape_12_desktop/raiders/mfexveaqwmexfrajtjau,2026-04-25T00:54:35Z,Raiders.com,https://www.raiders.com,USA
SiriusXM Said to Be in Early Talks to Acquire iHeartMedia,"A deal, which was described by two people familiar with the discussions, would unite two major providers of traditional and satellite radio.","SiriusXM is in early-stage discussions to acquire iHeartMedia, a deal that would create an audio giant with a foothold in traditional and satellite radio and podcasts, two people familiar with the discussions said Friday.
Should a deal come to fruiti... [2237 chars]",https://www.nytimes.com/2026/04/24/business/media/siriusxm-iheart-radio.html,https://static01.nyt.com/images/2026/04/24/multimedia/24biz-sirius-1-fzmk/24biz-sirius-1-fzmk-facebookJumbo.jpg,2026-04-25T00:48:26Z,The New York Times,https://www.nytimes.com,USA
"¿Quién fue Celeste Rivas Hernández, la chica de 14 años por cuya muerte se acusa al cantante d4vid?","Lo que sabemos sobre Celeste Rivas Hernández, de 14 años, a quien se acusa al cantante d4vd de abusar sexualmente de ella y de matarla.","La unida y familiar ciudad de Lake Elsinore, en el condado de Riverside, se encuentra a unos 110 kilómetros al sureste, un mundo aparte del brillo y el glamour de Hollywood Hills.
Celeste Rivas Hernández creció en Lake Elsinore, donde era una habitua... [7293 chars]",https://cnnespanol.cnn.com/2026/04/24/eeuu/quien-fue-celeste-rivas-hernandez-d4vd-muerte-trax,"https://media.cnn.com/api/v1/images/stellar/prod/celeste-rivas-20260425002535331.jpg?c=16x9&q=w_800,c_fill",2026-04-25T00:42:00Z,CNN en Español,https://cnnespanol.cnn.com,USA
Eagles select Vanderbilt tight end Eli Stowers in 2026 NFL draft,The Eagles might have selected their tight end of the future with the SEC standout.,"The Eagles entered draft weekend with short- and long-term needs at wide receiver and tight end.
With their first two picks, they selected a player who was named the top player at each position in college football last season.
Hours after they introd... [3807 chars]",https://www.inquirer.com/eagles/2026-nfl-draft-second-round-tight-end-eli-stowers-vanderbilt-20260424.html,https://www.inquirer.com/resizer/v2/Q57JLI33MZST3UGHKOIV2WHHEM.jpg?auth=75652ba7f33dbb880bbd5d3561175c2e8789054719e1aac964caf451483d54ca&width=760&height=507&smart=true,2026-04-25T00:37:34Z,Inquirer.com,https://www.inquirer.com,USA
Cowboys adquieren a Dee Winters en un canje con los 49ers,Los Cowboys realizaron un canje temprano en el Día 2 del NFL Draft 2026 para adquirir al apoyador Dee Winters de los San Francisco 49ers.,"FRISCO, Texas — Los Dallas Cowboys entraron al Día 2 del Draft de la NFL 2026 sin una selección de segunda ronda, pero no estaban dispuestos a quedarse esperando hasta su turno con la selección global número 92 en la tercera ronda, por lo que concret... [1695 chars]",https://www.dallascowboys.com/news/cowboys-adquieren-a-dee-winters-en-un-canje-con-los-49ers,https://static.clubs.nfl.com/image/upload/t_editorial_landscape_12_desktop/cowboys/affilhsjcuwins9apgxz,2026-04-25T00:31:46Z,Dallas Cowboys | Official Site of the Dallas Cowboys,https://www.dallascowboys.com,USA
"How Harry Styles, Lily Allen and other stars are helping grassroots artists",Ticket money from some stadium and arena gigs is helping support struggling grassroots artists and venues.,"At the end of their gigs, up-and-coming Norwich country-rock band Brown Horse jump from the stage to their merchandise stall.
Selling T-shirts often earns them more money than the show itself.
That income is crucial to keeping them afloat on the road... [4884 chars]",https://www.bbc.co.uk/news/articles/c2lwy12j2j8o,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/59d2/live/1074cba0-3e33-11f1-bd52-e755d604ece4.jpg,2026-04-25T01:22:36Z,BBC,https://www.bbc.co.uk,UK
Palantir under fire for X 'manifesto' from co-founder Alex Karp,The boss of the controversial tech company with UK government contracts published a 22-point plan on the future of the West.,"It's not often a thousand-word social media post from a US tech firm goes viral.
But the post from Palantir - a 22-point manifesto of sorts - currently has over 30 million views on X.
It is the work of the controversial company's co-founder and chief... [5783 chars]",https://www.bbc.co.uk/news/articles/c4gjkj7975po,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/61d7/live/ab8ccad0-3d8d-11f1-92be-b5fcda70efcc.jpg,2026-04-25T01:18:33Z,BBC,https://www.bbc.co.uk,UK
Kamonnan Thiamphanit: Man charged with murder after extradition from UAE,"Kamonnan Thiamphanit, 27, who was also known as Angela, was stabbed in Westminster in 2024.","A man has been extradited to the UK from the United Arab Emirates and charged with the murder of Kamonnan Thiamphanit, 27, who was stabbed in Westminster in 2024, the Metropolitan Police say.
Enzo Bettamio, 18, was put on a flight from Dubai to the U... [292 chars]",https://www.bbc.co.uk/news/articles/ce9mkxy0drro,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/3855/live/9daa5b90-4043-11f1-825b-b326ba12ad7f.jpg,2026-04-25T01:06:37Z,BBC,https://www.bbc.co.uk,UK
Europe's Nato allies push back at reported US threat to Spain,"On Friday morning, souring relations between Europe and the United States reared its Medusa-like head again, writes the BBC's Europe editor.","It's become a joke - through gritted teeth - these days in EU circles, that whenever leaders meet, as they did these last two days in Cyprus - expecting to discuss practicalities, such as the new EU budget - they get railroaded by yet another crisis.... [11774 chars]",https://www.bbc.co.uk/news/articles/cj40r2gw24wo,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/fcbe/live/62677690-4038-11f1-b55d-0f258dce1735.jpg,2026-04-25T00:10:51Z,BBC,https://www.bbc.co.uk,UK
Woman's harrowing last four words as she dies of lung problems after vaping habit,"Escarlen De los Santos, 30, used her last moments to warn her followers to stay off vapes and hookahs, because her habit led to her diagnosis of respiratory failure","Escarlen De los Santos, 30, used her last moments to warn her followers to stay off vapes and hookahs, because her habit led to her diagnosis of respiratory failure
A young woman used her final moments to warn her followers to ditch vapes — because t... [2784 chars]",https://www.mirror.co.uk/news/world-news/vaping-dangers-lung-failure-warning-37068227,https://i2-prod.mirror.co.uk/article37068231.ece/ALTERNATES/s1200d/2_Woman-30-dies-of-respiratory-failure-after-warning-others-about-vaping-from-death-bed.jpg,2026-04-24T23:44:00Z,The Mirror,https://www.mirror.co.uk,UK
